lineup_ids,lineup_names,MINUTES
101150-101162-202340-203118-1628983,L. Williams-M. Gortat-A. Bradley-M. Scott-S. Gilgeous-Alexander,0.0
101150-101162-202340-202699-1626149,L. Williams-M. Gortat-A. Bradley-T. Harris-M. Harrell,0.0
101150-101162-201568-201601-201976,L. Williams-M. Gortat-D. Gallinari-L. Mbah a Moute-P. Beverley,0.0
101150-101162-201568-201976-1626149,L. Williams-M. Gortat-D. Gallinari-P. Beverley-M. Harrell,0.0
101150-101162-201568-201976-1628983,L. Williams-M. Gortat-D. Gallinari-P. Beverley-S. Gilgeous-Alexander,0.0
101150-101162-201568-202699-1626149,L. Williams-M. Gortat-D. Gallinari-T. Harris-M. Harrell,0.0
101150-101162-1628405-1628983-1629010,L. Williams-M. Gortat-J. Motley-S. Gilgeous-Alexander-J. Robinson,0.0
101150-101162-201601-1626246-1628983,L. Williams-M. Gortat-L. Mbah a Moute-B. Marjanovic-S. Gilgeous-Alexander,0.0
101150-101162-201976-203118-1628983,L. Williams-M. Gortat-P. Beverley-M. Scott-S. Gilgeous-Alexander,0.0
101150-101162-202699-1626149-1628983,L. Williams-M. Gortat-T. Harris-M. Harrell-S. Gilgeous-Alexander,0.0
101150-101162-202699-1628462-1628983,L. Williams-M. Gortat-T. Harris-M. Teodosic-S. Gilgeous-Alexander,0.0
101150-101162-202699-1628983-1629010,L. Williams-M. Gortat-T. Harris-S. Gilgeous-Alexander-J. Robinson,0.0
101150-1626149-1627826-1628983-1629010,L. Williams-M. Harrell-I. Zubac-S. Gilgeous-Alexander-J. Robinson,0.0
101150-1626149-1627826-1628414-1629010,L. Williams-M. Harrell-I. Zubac-S. Thornwell-J. Robinson,0.0
101150-1626149-1627820-1628405-1628414,L. Williams-M. Harrell-T. Wallace-J. Motley-S. Thornwell,0.0
101150-203118-1626246-1628983-1629010,L. Williams-M. Scott-B. Marjanovic-S. Gilgeous-Alexander-J. Robinson,0.0
101150-203118-1626246-1627820-1628983,L. Williams-M. Scott-B. Marjanovic-T. Wallace-S. Gilgeous-Alexander,0.0
101150-203118-1626246-1627820-1628414,L. Williams-M. Scott-B. Marjanovic-T. Wallace-S. Thornwell,0.0
101150-203118-1626149-1626246-1628414,L. Williams-M. Scott-M. Harrell-B. Marjanovic-S. Thornwell,0.0
101150-201976-202340-1626246-1628983,L. Williams-P. Beverley-A. Bradley-B. Marjanovic-S. Gilgeous-Alexander,0.0
101150-201976-202340-1626149-1627820,L. Williams-P. Beverley-A. Bradley-M. Harrell-T. Wallace,0.0
101150-201976-202340-203118-1628405,L. Williams-P. Beverley-A. Bradley-M. Scott-J. Motley,0.0
101150-201976-202340-203118-1627820,L. Williams-P. Beverley-A. Bradley-M. Scott-T. Wallace,0.0
101150-201976-202340-202699-1629010,L. Williams-P. Beverley-A. Bradley-T. Harris-J. Robinson,0.0
101150-201976-202340-202699-1628983,L. Williams-P. Beverley-A. Bradley-T. Harris-S. Gilgeous-Alexander,0.0
101150-201976-202340-202699-1628414,L. Williams-P. Beverley-A. Bradley-T. Harris-S. Thornwell,0.0
101150-201976-202066-1627826-1628983,L. Williams-P. Beverley-G. Temple-I. Zubac-S. Gilgeous-Alexander,0.0
101150-201976-202066-203210-1627826,L. Williams-P. Beverley-G. Temple-J. Green-I. Zubac,0.0
101150-201976-202066-1626149-1628983,L. Williams-P. Beverley-G. Temple-M. Harrell-S. Gilgeous-Alexander,0.0
101150-201976-202066-1626149-1628414,L. Williams-P. Beverley-G. Temple-M. Harrell-S. Thornwell,0.0
101150-201976-202066-1626149-1627820,L. Williams-P. Beverley-G. Temple-M. Harrell-T. Wallace,0.0
101150-201976-1627826-1628983-1629013,L. Williams-P. Beverley-I. Zubac-S. Gilgeous-Alexander-L. Shamet,0.0
101150-201976-203210-1626149-1627826,L. Williams-P. Beverley-J. Green-M. Harrell-I. Zubac,0.0
101150-201976-203210-1626149-1628414,L. Williams-P. Beverley-J. Green-M. Harrell-S. Thornwell,0.0
101150-201976-203210-1628983-1629013,L. Williams-P. Beverley-J. Green-S. Gilgeous-Alexander-L. Shamet,0.0
101150-201976-203210-1628414-1629013,L. Williams-P. Beverley-J. Green-S. Thornwell-L. Shamet,0.0
101150-201976-1626149-1627826-1629013,L. Williams-P. Beverley-M. Harrell-I. Zubac-L. Shamet,0.0
101150-201976-1626149-1629010-1629013,L. Williams-P. Beverley-M. Harrell-J. Robinson-L. Shamet,0.0
101150-201976-1626149-1628462-1629010,L. Williams-P. Beverley-M. Harrell-M. Teodosic-J. Robinson,0.0
101150-201976-1626149-1628983-1629013,L. Williams-P. Beverley-M. Harrell-S. Gilgeous-Alexander-L. Shamet,0.0
101150-201976-1626149-1627820-1629013,L. Williams-P. Beverley-M. Harrell-T. Wallace-L. Shamet,0.0
101150-201976-202699-1626246-1628405,L. Williams-P. Beverley-T. Harris-B. Marjanovic-J. Motley,0.0
101150-201976-202699-1626149-1628405,L. Williams-P. Beverley-T. Harris-M. Harrell-J. Motley,0.0
101150-202699-203118-1626149-1626246,L. Williams-T. Harris-M. Scott-M. Harrell-B. Marjanovic,0.0
101150-201163-201568-202066-1626149,L. Williams-W. Chandler-D. Gallinari-G. Temple-M. Harrell,0.0
101150-201163-201568-1627826-1628983,L. Williams-W. Chandler-D. Gallinari-I. Zubac-S. Gilgeous-Alexander,0.0
101150-201163-201568-203210-1628983,L. Williams-W. Chandler-D. Gallinari-J. Green-S. Gilgeous-Alexander,0.0
101150-201163-202066-203210-1628983,L. Williams-W. Chandler-G. Temple-J. Green-S. Gilgeous-Alexander,0.0
101150-201163-202066-1626149-1627826,L. Williams-W. Chandler-G. Temple-M. Harrell-I. Zubac,0.0
101150-201163-202066-1628414-1629010,L. Williams-W. Chandler-G. Temple-S. Thornwell-J. Robinson,0.0
101150-201163-1627826-1628983-1629010,L. Williams-W. Chandler-I. Zubac-S. Gilgeous-Alexander-J. Robinson,0.0
101150-201163-203210-1627826-1628983,L. Williams-W. Chandler-J. Green-I. Zubac-S. Gilgeous-Alexander,0.0
101150-201163-203210-1626149-1629013,L. Williams-W. Chandler-J. Green-M. Harrell-L. Shamet,0.0
101150-201163-203210-1626149-1628983,L. Williams-W. Chandler-J. Green-M. Harrell-S. Gilgeous-Alexander,0.0
101150-201163-201976-202066-203210,L. Williams-W. Chandler-P. Beverley-G. Temple-J. Green,0.0
101150-201163-201976-203210-1628983,L. Williams-W. Chandler-P. Beverley-J. Green-S. Gilgeous-Alexander,0.0
101150-201163-201976-1626149-1629013,L. Williams-W. Chandler-P. Beverley-M. Harrell-L. Shamet,0.0
101150-201163-201976-1626149-1627820,L. Williams-W. Chandler-P. Beverley-M. Harrell-T. Wallace,0.0
101150-201163-201976-1628983-1629013,L. Williams-W. Chandler-P. Beverley-S. Gilgeous-Alexander-L. Shamet,0.0
101150-201163-1627820-1628414-1629010,L. Williams-W. Chandler-T. Wallace-S. Thornwell-J. Robinson,0.0
101162-202340-202699-1628405-1628983,M. Gortat-A. Bradley-T. Harris-J. Motley-S. Gilgeous-Alexander,0.0
101162-201568-202340-202699-1626149,M. Gortat-D. Gallinari-A. Bradley-T. Harris-M. Harrell,0.0
101162-201568-201601-201976-202340,M. Gortat-D. Gallinari-L. Mbah a Moute-P. Beverley-A. Bradley,0.0
101162-201568-201976-203118-1627820,M. Gortat-D. Gallinari-P. Beverley-M. Scott-T. Wallace,0.0
101162-201568-201976-1628414-1628983,M. Gortat-D. Gallinari-P. Beverley-S. Thornwell-S. Gilgeous-Alexander,0.0
101162-201568-201976-202699-1626149,M. Gortat-D. Gallinari-P. Beverley-T. Harris-M. Harrell,0.0
101162-201568-201976-202699-203118,M. Gortat-D. Gallinari-P. Beverley-T. Harris-M. Scott,0.0
101162-201568-201976-202699-1628414,M. Gortat-D. Gallinari-P. Beverley-T. Harris-S. Thornwell,0.0
101162-201568-202699-1626149-1628983,M. Gortat-D. Gallinari-T. Harris-M. Harrell-S. Gilgeous-Alexander,0.0
101162-201568-202699-1628414-1628983,M. Gortat-D. Gallinari-T. Harris-S. Thornwell-S. Gilgeous-Alexander,0.0
101162-201976-202340-203118-1626149,M. Gortat-P. Beverley-A. Bradley-M. Scott-M. Harrell,0.0
101162-201976-202340-202699-1626149,M. Gortat-P. Beverley-A. Bradley-T. Harris-M. Harrell,0.0
101162-201976-202340-202699-203118,M. Gortat-P. Beverley-A. Bradley-T. Harris-M. Scott,0.0
101162-201976-203118-1627820-1628414,M. Gortat-P. Beverley-M. Scott-T. Wallace-S. Thornwell,0.0
101162-201976-202699-203118-1628983,M. Gortat-P. Beverley-T. Harris-M. Scott-S. Gilgeous-Alexander,0.0
201976-202340-1626246-1628405-1628414,P. Beverley-A. Bradley-B. Marjanovic-J. Motley-S. Thornwell,0.0
201976-202340-1626149-1627820-1628414,P. Beverley-A. Bradley-M. Harrell-T. Wallace-S. Thornwell,0.0
201976-202340-203118-1628405-1628983,P. Beverley-A. Bradley-M. Scott-J. Motley-S. Gilgeous-Alexander,0.0
201976-202340-203118-1626149-1626246,P. Beverley-A. Bradley-M. Scott-M. Harrell-B. Marjanovic,0.0
201976-202340-203118-1626149-1627820,P. Beverley-A. Bradley-M. Scott-M. Harrell-T. Wallace,0.0
201976-202340-202699-1626246-1628414,P. Beverley-A. Bradley-T. Harris-B. Marjanovic-S. Thornwell,0.0
201976-202340-202699-203118-1626246,P. Beverley-A. Bradley-T. Harris-M. Scott-B. Marjanovic,0.0
201976-202340-202699-1628414-1629010,P. Beverley-A. Bradley-T. Harris-S. Thornwell-J. Robinson,0.0
201976-1626246-1627820-1628405-1628414,P. Beverley-B. Marjanovic-T. Wallace-J. Motley-S. Thornwell,0.0
201976-202066-203210-1626149-1628414,P. Beverley-G. Temple-J. Green-M. Harrell-S. Thornwell,0.0
201976-203210-1626149-1627826-1629013,P. Beverley-J. Green-M. Harrell-I. Zubac-L. Shamet,0.0
201976-203210-1626149-1627826-1628983,P. Beverley-J. Green-M. Harrell-I. Zubac-S. Gilgeous-Alexander,0.0
201976-203210-1626149-1628414-1629013,P. Beverley-J. Green-M. Harrell-S. Thornwell-L. Shamet,0.0
201976-1626149-1627820-1628405-1628983,P. Beverley-M. Harrell-T. Wallace-J. Motley-S. Gilgeous-Alexander,0.0
201976-1626149-1627820-1628414-1628462,P. Beverley-M. Harrell-T. Wallace-S. Thornwell-M. Teodosic,0.0
201976-1626149-1627820-1628414-1628983,P. Beverley-M. Harrell-T. Wallace-S. Thornwell-S. Gilgeous-Alexander,0.0
201976-203118-1626149-1628462-1628983,P. Beverley-M. Scott-M. Harrell-M. Teodosic-S. Gilgeous-Alexander,0.0
201976-202699-1626246-1627820-1628983,P. Beverley-T. Harris-B. Marjanovic-T. Wallace-S. Gilgeous-Alexander,0.0
201976-202699-1626149-1626246-1627820,P. Beverley-T. Harris-M. Harrell-B. Marjanovic-T. Wallace,0.0
201976-202699-1626149-1628405-1629010,P. Beverley-T. Harris-M. Harrell-J. Motley-J. Robinson,0.0
201976-202699-1626149-1628405-1628414,P. Beverley-T. Harris-M. Harrell-J. Motley-S. Thornwell,0.0
201976-202699-203118-1626149-1627820,P. Beverley-T. Harris-M. Scott-M. Harrell-T. Wallace,0.0
201976-202699-1627820-1628405-1628983,P. Beverley-T. Harris-T. Wallace-J. Motley-S. Gilgeous-Alexander,0.0
201976-202699-1627820-1628983-1629010,P. Beverley-T. Harris-T. Wallace-S. Gilgeous-Alexander-J. Robinson,0.0
201976-202699-1627820-1628414-1629010,P. Beverley-T. Harris-T. Wallace-S. Thornwell-J. Robinson,0.0
201976-1627820-1628405-1628414-1628983,P. Beverley-T. Wallace-J. Motley-S. Thornwell-S. Gilgeous-Alexander,0.0
202699-1626246-1627820-1628405-1628983,T. Harris-B. Marjanovic-T. Wallace-J. Motley-S. Gilgeous-Alexander,0.0
202699-1626149-1627820-1628983-1629010,T. Harris-M. Harrell-T. Wallace-S. Gilgeous-Alexander-J. Robinson,0.0
202699-203118-1626246-1627820-1628983,T. Harris-M. Scott-B. Marjanovic-T. Wallace-S. Gilgeous-Alexander,0.0
202699-203118-1626149-1628462-1628983,T. Harris-M. Scott-M. Harrell-M. Teodosic-S. Gilgeous-Alexander,0.0
202699-203118-1626149-1627820-1628414,T. Harris-M. Scott-M. Harrell-T. Wallace-S. Thornwell,0.0
202699-203118-1627820-1628405-1628414,T. Harris-M. Scott-T. Wallace-J. Motley-S. Thornwell,0.0
202699-1627820-1628414-1628983-1629010,T. Harris-T. Wallace-S. Thornwell-S. Gilgeous-Alexander-J. Robinson,0.0
1627820-1627826-1628414-1629010-1629013,T. Wallace-I. Zubac-S. Thornwell-J. Robinson-L. Shamet,0.0
201163-201568-1627826-1628983-1629013,W. Chandler-D. Gallinari-I. Zubac-S. Gilgeous-Alexander-L. Shamet,0.0
201163-202066-203210-1627820-1628414,W. Chandler-G. Temple-J. Green-T. Wallace-S. Thornwell,0.0
201163-202066-1626149-1627826-1628983,W. Chandler-G. Temple-M. Harrell-I. Zubac-S. Gilgeous-Alexander,0.0
201163-202066-1626149-1627820-1628414,W. Chandler-G. Temple-M. Harrell-T. Wallace-S. Thornwell,0.0
201163-1627826-1628414-1629010-1629013,W. Chandler-I. Zubac-S. Thornwell-J. Robinson-L. Shamet,0.0
201163-203210-1627826-1628983-1629013,W. Chandler-J. Green-I. Zubac-S. Gilgeous-Alexander-L. Shamet,0.0
201163-203210-1626149-1628983-1629013,W. Chandler-J. Green-M. Harrell-S. Gilgeous-Alexander-L. Shamet,0.0
201163-203210-1626149-1627820-1628414,W. Chandler-J. Green-M. Harrell-T. Wallace-S. Thornwell,0.0
201163-203210-1628414-1629010-1629013,W. Chandler-J. Green-S. Thornwell-J. Robinson-L. Shamet,0.0
201163-203210-1628414-1628983-1629010,W. Chandler-J. Green-S. Thornwell-S. Gilgeous-Alexander-J. Robinson,0.0
201163-1626149-1627826-1628983-1629013,W. Chandler-M. Harrell-I. Zubac-S. Gilgeous-Alexander-L. Shamet,0.0
201163-201976-202066-1627826-1628983,W. Chandler-P. Beverley-G. Temple-I. Zubac-S. Gilgeous-Alexander,0.0
201163-201976-202066-1626149-1628983,W. Chandler-P. Beverley-G. Temple-M. Harrell-S. Gilgeous-Alexander,0.0
201163-201976-203210-1628983-1629013,W. Chandler-P. Beverley-J. Green-S. Gilgeous-Alexander-L. Shamet,0.0
2544-201580-1627742-1628366-1628398,L. James-J. McGee-B. Ingram-L. Ball-K. Kuzma,234.0
2544-201580-1628366-1628398-1628404,L. James-J. McGee-L. Ball-K. Kuzma-J. Hart,133.0
201580-1627742-1628366-1628398-1628404,J. McGee-B. Ingram-L. Ball-K. Kuzma-J. Hart,83.0
2544-201580-203493-1627742-1628398,L. James-J. McGee-R. Bullock-B. Ingram-K. Kuzma,73.0
2199-2544-1628366-1628398-1628404,T. Chandler-L. James-L. Ball-K. Kuzma-J. Hart,66.0
2544-200765-201580-203493-1628398,L. James-R. Rondo-J. McGee-R. Bullock-K. Kuzma,62.0
2544-200765-203493-1627742-1628398,L. James-R. Rondo-R. Bullock-B. Ingram-K. Kuzma,62.0
2199-2544-1627742-1628366-1628398,T. Chandler-L. James-B. Ingram-L. Ball-K. Kuzma,61.0
2544-1627742-1627826-1628366-1628398,L. James-B. Ingram-I. Zubac-L. Ball-K. Kuzma,55.0
2544-200765-201580-203484-1628398,L. James-R. Rondo-J. McGee-K. Caldwell-Pope-K. Kuzma,47.0
2199-203484-1627742-1628366-1628398,T. Chandler-K. Caldwell-Pope-B. Ingram-L. Ball-K. Kuzma,45.0
2544-200765-201580-1627742-1628398,L. James-R. Rondo-J. McGee-B. Ingram-K. Kuzma,43.0
1627742-1627826-1628366-1628398-1628404,B. Ingram-I. Zubac-L. Ball-K. Kuzma-J. Hart,39.0
2199-2544-203484-1628366-1628398,T. Chandler-L. James-K. Caldwell-Pope-L. Ball-K. Kuzma,39.0
2199-202362-203484-1627742-1628404,T. Chandler-L. Stephenson-K. Caldwell-Pope-B. Ingram-J. Hart,38.0
2199-1627742-1628366-1628398-1628404,T. Chandler-B. Ingram-L. Ball-K. Kuzma-J. Hart,36.0
2544-201580-203484-1628366-1628398,L. James-J. McGee-K. Caldwell-Pope-L. Ball-K. Kuzma,34.0
2544-200765-1627742-1627826-1628398,L. James-R. Rondo-B. Ingram-I. Zubac-K. Kuzma,33.0
201580-203484-203488-1627936-1629203,J. McGee-K. Caldwell-Pope-M. Muscala-A. Caruso-J. Jones,31.0
2544-202362-1628366-1628398-1628404,L. James-L. Stephenson-L. Ball-K. Kuzma-J. Hart,31.0
2544-200765-201580-203484-1627742,L. James-R. Rondo-J. McGee-K. Caldwell-Pope-B. Ingram,31.0
2199-203484-1627742-1628398-1628404,T. Chandler-K. Caldwell-Pope-B. Ingram-K. Kuzma-J. Hart,31.0
200765-203484-1627742-1627826-1628398,R. Rondo-K. Caldwell-Pope-B. Ingram-I. Zubac-K. Kuzma,29.0
200765-201580-203484-1627936-1629021,R. Rondo-J. McGee-K. Caldwell-Pope-A. Caruso-M. Wagner,27.0
201580-203484-1627742-1628366-1628404,J. McGee-K. Caldwell-Pope-B. Ingram-L. Ball-J. Hart,25.0
2544-203484-1628366-1628398-1628404,L. James-K. Caldwell-Pope-L. Ball-K. Kuzma-J. Hart,25.0
200765-203484-1627742-1627826-1628404,R. Rondo-K. Caldwell-Pope-B. Ingram-I. Zubac-J. Hart,25.0
200765-201563-203484-1627742-1627826,R. Rondo-M. Beasley-K. Caldwell-Pope-B. Ingram-I. Zubac,25.0
200765-201580-202362-203484-1628404,R. Rondo-J. McGee-L. Stephenson-K. Caldwell-Pope-J. Hart,24.0
200765-201580-202362-203484-1628398,R. Rondo-J. McGee-L. Stephenson-K. Caldwell-Pope-K. Kuzma,24.0
2199-200765-202362-203484-1628404,T. Chandler-R. Rondo-L. Stephenson-K. Caldwell-Pope-J. Hart,23.0
2199-2544-203484-1627742-1628404,T. Chandler-L. James-K. Caldwell-Pope-B. Ingram-J. Hart,22.0
200765-201580-203484-1627742-1628404,R. Rondo-J. McGee-K. Caldwell-Pope-B. Ingram-J. Hart,21.0
200765-202362-203484-1627826-1628404,R. Rondo-L. Stephenson-K. Caldwell-Pope-I. Zubac-J. Hart,20.0
2199-203484-1628366-1628398-1628404,T. Chandler-K. Caldwell-Pope-L. Ball-K. Kuzma-J. Hart,20.0
2199-2544-200765-1627742-1628398,T. Chandler-L. James-R. Rondo-B. Ingram-K. Kuzma,20.0
201580-203484-1627742-1628398-1628404,J. McGee-K. Caldwell-Pope-B. Ingram-K. Kuzma-J. Hart,19.0
203484-203488-1627936-1629140-1629203,K. Caldwell-Pope-M. Muscala-A. Caruso-J. Williams-J. Jones,19.0
200765-201580-202362-203484-1629021,R. Rondo-J. McGee-L. Stephenson-K. Caldwell-Pope-M. Wagner,19.0
200765-201580-203488-203493-1628398,R. Rondo-J. McGee-M. Muscala-R. Bullock-K. Kuzma,19.0
201580-203484-1627742-1628366-1628398,J. McGee-K. Caldwell-Pope-B. Ingram-L. Ball-K. Kuzma,17.0
2544-1627742-1628366-1628398-1628404,L. James-B. Ingram-L. Ball-K. Kuzma-J. Hart,17.0
2544-203484-1627936-1628404-1629140,L. James-K. Caldwell-Pope-A. Caruso-J. Hart-J. Williams,17.0
201563-201580-203484-1627742-1628404,M. Beasley-J. McGee-K. Caldwell-Pope-B. Ingram-J. Hart,17.0
201563-202362-1627826-1628404-1629004,M. Beasley-L. Stephenson-I. Zubac-J. Hart-S. Mykhailiuk,17.0
201580-202362-203484-1628366-1628398,J. McGee-L. Stephenson-K. Caldwell-Pope-L. Ball-K. Kuzma,15.0
203484-203488-1627936-1629067-1629140,K. Caldwell-Pope-M. Muscala-A. Caruso-I. Bonga-J. Williams,15.0
2544-200765-203484-1628398-1628404,L. James-R. Rondo-K. Caldwell-Pope-K. Kuzma-J. Hart,15.0
200765-201580-203484-1627936-1628398,R. Rondo-J. McGee-K. Caldwell-Pope-A. Caruso-K. Kuzma,15.0
203484-1627742-1627826-1628398-1628404,K. Caldwell-Pope-B. Ingram-I. Zubac-K. Kuzma-J. Hart,14.0
2544-201580-1627742-1628398-1628404,L. James-J. McGee-B. Ingram-K. Kuzma-J. Hart,14.0
202362-1627826-1629004-1629021-1629067,L. Stephenson-I. Zubac-S. Mykhailiuk-M. Wagner-I. Bonga,14.0
200765-201580-203484-203493-1628398,R. Rondo-J. McGee-K. Caldwell-Pope-R. Bullock-K. Kuzma,14.0
2199-2544-203484-1628366-1628404,T. Chandler-L. James-K. Caldwell-Pope-L. Ball-J. Hart,14.0
2199-2544-202362-203484-1628404,T. Chandler-L. James-L. Stephenson-K. Caldwell-Pope-J. Hart,14.0
2199-202362-203484-1628366-1628404,T. Chandler-L. Stephenson-K. Caldwell-Pope-L. Ball-J. Hart,14.0
2544-200765-1627742-1628398-1628404,L. James-R. Rondo-B. Ingram-K. Kuzma-J. Hart,13.0
2544-200765-203493-1628398-1628404,L. James-R. Rondo-R. Bullock-K. Kuzma-J. Hart,13.0
202362-203484-1627742-1627826-1628398,L. Stephenson-K. Caldwell-Pope-B. Ingram-I. Zubac-K. Kuzma,13.0
201563-202362-203484-1627826-1628366,M. Beasley-L. Stephenson-K. Caldwell-Pope-I. Zubac-L. Ball,13.0
201563-202362-203484-1629004-1629021,M. Beasley-L. Stephenson-K. Caldwell-Pope-S. Mykhailiuk-M. Wagner,13.0
1627936-1629021-1629067-1629140-1629203,A. Caruso-M. Wagner-I. Bonga-J. Williams-J. Jones,12.0
201580-202362-203484-1627742-1628404,J. McGee-L. Stephenson-K. Caldwell-Pope-B. Ingram-J. Hart,12.0
2544-201580-203484-1627936-1628398,L. James-J. McGee-K. Caldwell-Pope-A. Caruso-K. Kuzma,12.0
2544-201580-202362-203484-1629004,L. James-J. McGee-L. Stephenson-K. Caldwell-Pope-S. Mykhailiuk,12.0
2544-201580-202362-1628366-1628398,L. James-J. McGee-L. Stephenson-L. Ball-K. Kuzma,12.0
2544-203493-1627742-1628398-1628404,L. James-R. Bullock-B. Ingram-K. Kuzma-J. Hart,12.0
2544-200765-201580-202362-1628404,L. James-R. Rondo-J. McGee-L. Stephenson-J. Hart,12.0
2544-200765-201580-203493-1628404,L. James-R. Rondo-J. McGee-R. Bullock-J. Hart,12.0
2544-200765-203484-1627742-1628404,L. James-R. Rondo-K. Caldwell-Pope-B. Ingram-J. Hart,12.0
2544-200765-203484-1627742-1628398,L. James-R. Rondo-K. Caldwell-Pope-B. Ingram-K. Kuzma,12.0
200765-203484-1627826-1628398-1628404,R. Rondo-K. Caldwell-Pope-I. Zubac-K. Kuzma-J. Hart,12.0
2199-2544-1627742-1628398-1628404,T. Chandler-L. James-B. Ingram-K. Kuzma-J. Hart,12.0
2199-2544-1627742-1628366-1628404,T. Chandler-L. James-B. Ingram-L. Ball-J. Hart,12.0
2199-2544-203484-1627742-1628398,T. Chandler-L. James-K. Caldwell-Pope-B. Ingram-K. Kuzma,12.0
201580-202362-203484-1628366-1628404,J. McGee-L. Stephenson-K. Caldwell-Pope-L. Ball-J. Hart,11.0
2544-1627936-1628404-1629021-1629140,L. James-A. Caruso-J. Hart-M. Wagner-J. Williams,11.0
2544-200765-201580-202362-203484,L. James-R. Rondo-J. McGee-L. Stephenson-K. Caldwell-Pope,11.0
202362-203484-1627826-1628366-1629004,L. Stephenson-K. Caldwell-Pope-I. Zubac-L. Ball-S. Mykhailiuk,11.0
200765-201580-203484-1628398-1628404,R. Rondo-J. McGee-K. Caldwell-Pope-K. Kuzma-J. Hart,11.0
200765-201580-203484-203488-1627936,R. Rondo-J. McGee-K. Caldwell-Pope-M. Muscala-A. Caruso,11.0
200765-201580-202362-1627742-1628404,R. Rondo-J. McGee-L. Stephenson-B. Ingram-J. Hart,11.0
2199-2544-200765-203484-1628404,T. Chandler-L. James-R. Rondo-K. Caldwell-Pope-J. Hart,11.0
2199-202362-203484-1628404-1629004,T. Chandler-L. Stephenson-K. Caldwell-Pope-J. Hart-S. Mykhailiuk,11.0
2544-201580-202362-203484-1628398,L. James-J. McGee-L. Stephenson-K. Caldwell-Pope-K. Kuzma,10.0
2544-202362-1627936-1629021-1629140,L. James-L. Stephenson-A. Caruso-M. Wagner-J. Williams,10.0
2544-200765-201580-203484-1629021,L. James-R. Rondo-J. McGee-K. Caldwell-Pope-M. Wagner,10.0
2199-2544-203484-1628398-1629004,T. Chandler-L. James-K. Caldwell-Pope-K. Kuzma-S. Mykhailiuk,10.0
2199-200765-202362-203484-1628398,T. Chandler-R. Rondo-L. Stephenson-K. Caldwell-Pope-K. Kuzma,10.0
203484-1627936-1629021-1629140-1629203,K. Caldwell-Pope-A. Caruso-M. Wagner-J. Williams-J. Jones,9.0
203484-1627826-1628366-1628398-1628404,K. Caldwell-Pope-I. Zubac-L. Ball-K. Kuzma-J. Hart,9.0
2544-201580-203484-203493-1627936,L. James-J. McGee-K. Caldwell-Pope-R. Bullock-A. Caruso,9.0
2544-1628366-1628398-1628404-1629140,L. James-L. Ball-K. Kuzma-J. Hart-J. Williams,9.0
201563-201580-202362-1628404-1629004,M. Beasley-J. McGee-L. Stephenson-J. Hart-S. Mykhailiuk,9.0
203488-1627936-1629067-1629140-1629203,M. Muscala-A. Caruso-I. Bonga-J. Williams-J. Jones,9.0
200765-201580-203493-1627936-1628398,R. Rondo-J. McGee-R. Bullock-A. Caruso-K. Kuzma,9.0
200765-203484-1628398-1628404-1629021,R. Rondo-K. Caldwell-Pope-K. Kuzma-J. Hart-M. Wagner,9.0
2199-203484-1627742-1628366-1628404,T. Chandler-K. Caldwell-Pope-B. Ingram-L. Ball-J. Hart,9.0
2199-2544-200765-203484-1628398,T. Chandler-L. James-R. Rondo-K. Caldwell-Pope-K. Kuzma,9.0
203484-1627742-1627826-1628366-1628404,K. Caldwell-Pope-B. Ingram-I. Zubac-L. Ball-J. Hart,8.0
203484-1627742-1628398-1628404-1629004,K. Caldwell-Pope-B. Ingram-K. Kuzma-J. Hart-S. Mykhailiuk,8.0
203484-1627742-1628366-1628398-1628404,K. Caldwell-Pope-B. Ingram-L. Ball-K. Kuzma-J. Hart,8.0
2544-1627826-1628366-1628398-1628404,L. James-I. Zubac-L. Ball-K. Kuzma-J. Hart,8.0
2544-201580-203484-1628398-1628404,L. James-J. McGee-K. Caldwell-Pope-K. Kuzma-J. Hart,8.0
2544-201580-202362-1627936-1629021,L. James-J. McGee-L. Stephenson-A. Caruso-M. Wagner,8.0
2544-203484-1627936-1628398-1628404,L. James-K. Caldwell-Pope-A. Caruso-K. Kuzma-J. Hart,8.0
2544-200765-203484-1628398-1629140,L. James-R. Rondo-K. Caldwell-Pope-K. Kuzma-J. Williams,8.0
202362-203484-1628366-1628398-1629140,L. Stephenson-K. Caldwell-Pope-L. Ball-K. Kuzma-J. Williams,8.0
202362-203159-1627936-1629021-1629140,L. Stephenson-S. Machado-A. Caruso-M. Wagner-J. Williams,8.0
200765-201580-1627742-1628404-1629004,R. Rondo-J. McGee-B. Ingram-J. Hart-S. Mykhailiuk,8.0
200765-201580-203484-1627936-1628404,R. Rondo-J. McGee-K. Caldwell-Pope-A. Caruso-J. Hart,8.0
200765-201580-203484-1627742-1628398,R. Rondo-J. McGee-K. Caldwell-Pope-B. Ingram-K. Kuzma,8.0
200765-203484-1627936-1629140-1629203,R. Rondo-K. Caldwell-Pope-A. Caruso-J. Williams-J. Jones,8.0
200765-203484-1627742-1628398-1628404,R. Rondo-K. Caldwell-Pope-B. Ingram-K. Kuzma-J. Hart,8.0
200765-202362-203484-1628398-1629140,R. Rondo-L. Stephenson-K. Caldwell-Pope-K. Kuzma-J. Williams,8.0
2199-2544-203484-1628398-1628404,T. Chandler-L. James-K. Caldwell-Pope-K. Kuzma-J. Hart,8.0
