lineup_ids,lineup_names,MINUTES
202331-203471-203500-203924-1627789,P. George-D. Schroder-S. Adams-J. Grant-T. Luwawu-Cabarrot,12.0
202331-203457-203471-203924-1628390,P. George-N. Noel-D. Schroder-J. Grant-T. Ferguson,12.0
101109-202331-203457-203518-203924,R. Felton-P. George-N. Noel-A. Abrines-J. Grant,12.0
201566-202335-203471-203500-1628977,R. Westbrook-P. Patterson-D. Schroder-S. Adams-H. Diallo,12.0
101109-202693-203471-203924-1627846,R. Felton-M. Morris-D. Schroder-J. Grant-A. Nader,11.0
101109-202693-203457-203471-1627846,R. Felton-M. Morris-N. Noel-D. Schroder-A. Nader,11.0
201566-202331-203471-203500-1628977,R. Westbrook-P. George-D. Schroder-S. Adams-H. Diallo,11.0
201566-202331-203500-1628390-1629126,R. Westbrook-P. George-S. Adams-T. Ferguson-D. Burton,11.0
201566-202335-203471-203500-1627846,R. Westbrook-P. Patterson-D. Schroder-S. Adams-A. Nader,11.0
202331-203457-203471-1627846-1629126,P. George-N. Noel-D. Schroder-A. Nader-D. Burton,10.0
202335-203457-203471-203518-1629126,P. Patterson-N. Noel-D. Schroder-A. Abrines-D. Burton,10.0
101109-202331-202693-203471-203500,R. Felton-P. George-M. Morris-D. Schroder-S. Adams,10.0
101109-202331-203457-1627846-1629126,R. Felton-P. George-N. Noel-A. Nader-D. Burton,10.0
101109-202331-202335-203500-203518,R. Felton-P. George-P. Patterson-S. Adams-A. Abrines,10.0
201566-202331-202335-203457-203471,R. Westbrook-P. George-P. Patterson-N. Noel-D. Schroder,10.0
201566-202335-203457-203471-1627846,R. Westbrook-P. Patterson-N. Noel-D. Schroder-A. Nader,10.0
201566-203500-203518-203924-1628390,R. Westbrook-S. Adams-A. Abrines-J. Grant-T. Ferguson,10.0
203457-203471-203924-1627846-1628390,N. Noel-D. Schroder-J. Grant-A. Nader-T. Ferguson,9.0
202331-202335-203471-203924-1627846,P. George-P. Patterson-D. Schroder-J. Grant-A. Nader,9.0
101109-203457-203518-203924-1628977,R. Felton-N. Noel-A. Abrines-J. Grant-H. Diallo,9.0
101109-202335-203457-203471-1628977,R. Felton-P. Patterson-N. Noel-D. Schroder-H. Diallo,9.0
101109-201566-203500-203924-1628390,R. Felton-R. Westbrook-S. Adams-J. Grant-T. Ferguson,9.0
201566-202693-203457-203471-1628390,R. Westbrook-M. Morris-N. Noel-D. Schroder-T. Ferguson,9.0
201566-202335-203457-203471-203518,R. Westbrook-P. Patterson-N. Noel-D. Schroder-A. Abrines,9.0
203471-203500-203924-1627846-1628390,D. Schroder-S. Adams-J. Grant-A. Nader-T. Ferguson,8.0
202331-202693-203471-203924-1628390,P. George-M. Morris-D. Schroder-J. Grant-T. Ferguson,8.0
202331-202693-203457-203471-1628390,P. George-M. Morris-N. Noel-D. Schroder-T. Ferguson,8.0
202335-203457-203471-1628390-1628977,P. Patterson-N. Noel-D. Schroder-T. Ferguson-H. Diallo,8.0
201566-203471-203500-203518-203924,R. Westbrook-D. Schroder-S. Adams-A. Abrines-J. Grant,8.0
201566-202331-202693-203457-203471,R. Westbrook-P. George-M. Morris-N. Noel-D. Schroder,8.0
201566-202331-202335-203924-1628390,R. Westbrook-P. George-P. Patterson-J. Grant-T. Ferguson,8.0
202693-203457-203471-1627846-1628390,M. Morris-N. Noel-D. Schroder-A. Nader-T. Ferguson,7.0
203457-1627789-1627846-1628390-1628977,N. Noel-T. Luwawu-Cabarrot-A. Nader-T. Ferguson-H. Diallo,7.0
202331-202693-203471-1627846-1629126,P. George-M. Morris-D. Schroder-A. Nader-D. Burton,7.0
202331-203457-203471-203924-1628977,P. George-N. Noel-D. Schroder-J. Grant-H. Diallo,7.0
202331-202335-203457-203518-1628977,P. George-P. Patterson-N. Noel-A. Abrines-H. Diallo,7.0
202335-203471-203518-203924-1628977,P. Patterson-D. Schroder-A. Abrines-J. Grant-H. Diallo,7.0
202335-203457-203471-1627789-1628977,P. Patterson-N. Noel-D. Schroder-T. Luwawu-Cabarrot-H. Diallo,7.0
101109-201566-203471-203500-203924,R. Felton-R. Westbrook-D. Schroder-S. Adams-J. Grant,7.0
101109-201566-202331-203471-203500,R. Felton-R. Westbrook-P. George-D. Schroder-S. Adams,7.0
101109-201566-202331-203500-1628390,R. Felton-R. Westbrook-P. George-S. Adams-T. Ferguson,7.0
201566-203457-203471-203924-1628977,R. Westbrook-N. Noel-D. Schroder-J. Grant-H. Diallo,7.0
201566-202331-202693-203500-1628390,R. Westbrook-P. George-M. Morris-S. Adams-T. Ferguson,7.0
201566-202331-202335-203471-203924,R. Westbrook-P. George-P. Patterson-D. Schroder-J. Grant,7.0
201566-203500-203924-1627846-1628390,R. Westbrook-S. Adams-J. Grant-A. Nader-T. Ferguson,7.0
203457-203471-203924-1627846-1628977,N. Noel-D. Schroder-J. Grant-A. Nader-H. Diallo,6.0
202331-202335-203471-1627846-1628390,P. George-P. Patterson-D. Schroder-A. Nader-T. Ferguson,6.0
101109-201566-202331-203457-1629126,R. Felton-R. Westbrook-P. George-N. Noel-D. Burton,6.0
101109-201566-202331-203500-203924,R. Felton-R. Westbrook-P. George-S. Adams-J. Grant,6.0
201566-203471-203500-203924-1629126,R. Westbrook-D. Schroder-S. Adams-J. Grant-D. Burton,6.0
201566-202693-203924-1627846-1628390,R. Westbrook-M. Morris-J. Grant-A. Nader-T. Ferguson,6.0
201566-202693-203500-203924-1628390,R. Westbrook-M. Morris-S. Adams-J. Grant-T. Ferguson,6.0
201566-202331-202693-203471-203924,R. Westbrook-P. George-M. Morris-D. Schroder-J. Grant,6.0
201566-202331-202693-203471-203500,R. Westbrook-P. George-M. Morris-D. Schroder-S. Adams,6.0
201566-202331-203457-203500-1628390,R. Westbrook-P. George-N. Noel-S. Adams-T. Ferguson,6.0
201566-202335-203500-1628390-1628977,R. Westbrook-P. Patterson-S. Adams-T. Ferguson-H. Diallo,6.0
203471-203500-203518-203924-1628977,D. Schroder-S. Adams-A. Abrines-J. Grant-H. Diallo,5.0
202693-203471-203924-1627846-1628390,M. Morris-D. Schroder-J. Grant-A. Nader-T. Ferguson,5.0
202331-203471-203500-203924-1629126,P. George-D. Schroder-S. Adams-J. Grant-D. Burton,5.0
202331-202693-203471-203500-1628390,P. George-M. Morris-D. Schroder-S. Adams-T. Ferguson,5.0
202331-202335-203457-203471-1627789,P. George-P. Patterson-N. Noel-D. Schroder-T. Luwawu-Cabarrot,5.0
202335-203471-203500-203518-1628977,P. Patterson-D. Schroder-S. Adams-A. Abrines-H. Diallo,5.0
202335-203471-203500-1627846-1628977,P. Patterson-D. Schroder-S. Adams-A. Nader-H. Diallo,5.0
202335-203457-203471-203518-1627846,P. Patterson-N. Noel-D. Schroder-A. Abrines-A. Nader,5.0
202335-203457-203471-1627789-1629126,P. Patterson-N. Noel-D. Schroder-T. Luwawu-Cabarrot-D. Burton,5.0
202335-203457-1627789-1627846-1628977,P. Patterson-N. Noel-T. Luwawu-Cabarrot-A. Nader-H. Diallo,5.0
101109-203457-203518-1627846-1629126,R. Felton-N. Noel-A. Abrines-A. Nader-D. Burton,5.0
101109-203457-203924-1628977-1629126,R. Felton-N. Noel-J. Grant-H. Diallo-D. Burton,5.0
101109-202331-203457-1628390-1629126,R. Felton-P. George-N. Noel-T. Ferguson-D. Burton,5.0
101109-202335-203457-203471-1629126,R. Felton-P. Patterson-N. Noel-D. Schroder-D. Burton,5.0
201566-202693-203500-1627846-1628390,R. Westbrook-M. Morris-S. Adams-A. Nader-T. Ferguson,5.0
201566-202331-203457-203518-203924,R. Westbrook-P. George-N. Noel-A. Abrines-J. Grant,5.0
201566-202331-202335-203518-203924,R. Westbrook-P. George-P. Patterson-A. Abrines-J. Grant,5.0
201566-202331-202335-203457-1628390,R. Westbrook-P. George-P. Patterson-N. Noel-T. Ferguson,5.0
201566-202335-203471-203924-1627846,R. Westbrook-P. Patterson-D. Schroder-J. Grant-A. Nader,5.0
201566-202335-203471-203500-1628390,R. Westbrook-P. Patterson-D. Schroder-S. Adams-T. Ferguson,5.0
201566-202335-203457-203518-1628977,R. Westbrook-P. Patterson-N. Noel-A. Abrines-H. Diallo,5.0
201566-202335-203500-1627846-1628390,R. Westbrook-P. Patterson-S. Adams-A. Nader-T. Ferguson,5.0
201566-203500-203924-1628390-1628977,R. Westbrook-S. Adams-J. Grant-T. Ferguson-H. Diallo,5.0
203457-203471-203518-203924-1628977,N. Noel-D. Schroder-A. Abrines-J. Grant-H. Diallo,4.0
203457-203471-203518-203924-1628390,N. Noel-D. Schroder-A. Abrines-J. Grant-T. Ferguson,4.0
203457-203471-203518-1628390-1628977,N. Noel-D. Schroder-A. Abrines-T. Ferguson-H. Diallo,4.0
203457-203471-1627846-1628390-1628977,N. Noel-D. Schroder-A. Nader-T. Ferguson-H. Diallo,4.0
203457-203471-203924-1628977-1629126,N. Noel-D. Schroder-J. Grant-H. Diallo-D. Burton,4.0
202331-203471-203500-203518-1628390,P. George-D. Schroder-S. Adams-A. Abrines-T. Ferguson,4.0
202331-203471-203500-1627846-1628390,P. George-D. Schroder-S. Adams-A. Nader-T. Ferguson,4.0
202331-202693-203457-203471-1629126,P. George-M. Morris-N. Noel-D. Schroder-D. Burton,4.0
202331-203457-203471-1627846-1628977,P. George-N. Noel-D. Schroder-A. Nader-H. Diallo,4.0
202331-203457-203471-1627846-1628390,P. George-N. Noel-D. Schroder-A. Nader-T. Ferguson,4.0
202331-203457-203471-203924-1629126,P. George-N. Noel-D. Schroder-J. Grant-D. Burton,4.0
202335-203471-203518-203924-1628390,P. Patterson-D. Schroder-A. Abrines-J. Grant-T. Ferguson,4.0
202335-203471-1627846-1628390-1628977,P. Patterson-D. Schroder-A. Nader-T. Ferguson-H. Diallo,4.0
202335-203471-203500-1628390-1628977,P. Patterson-D. Schroder-S. Adams-T. Ferguson-H. Diallo,4.0
202335-203457-1627789-1627846-1629126,P. Patterson-N. Noel-T. Luwawu-Cabarrot-A. Nader-D. Burton,4.0
101109-203457-203471-203924-1627846,R. Felton-N. Noel-D. Schroder-J. Grant-A. Nader,4.0
101109-202331-202693-1628977-1629126,R. Felton-P. George-M. Morris-H. Diallo-D. Burton,4.0
101109-202331-202335-203457-1627789,R. Felton-P. George-P. Patterson-N. Noel-T. Luwawu-Cabarrot,4.0
101109-202331-203500-203518-203924,R. Felton-P. George-S. Adams-A. Abrines-J. Grant,4.0
101109-202335-203471-203500-1627846,R. Felton-P. Patterson-D. Schroder-S. Adams-A. Nader,4.0
101109-202335-203457-1627846-1629126,R. Felton-P. Patterson-N. Noel-A. Nader-D. Burton,4.0
101109-202335-203500-203518-1628977,R. Felton-P. Patterson-S. Adams-A. Abrines-H. Diallo,4.0
101109-201566-203471-203500-1628390,R. Felton-R. Westbrook-D. Schroder-S. Adams-T. Ferguson,4.0
101109-201566-202693-203924-1628390,R. Felton-R. Westbrook-M. Morris-J. Grant-T. Ferguson,4.0
101109-201566-202331-202693-203500,R. Felton-R. Westbrook-P. George-M. Morris-S. Adams,4.0
101109-201566-202331-202335-203500,R. Felton-R. Westbrook-P. George-P. Patterson-S. Adams,4.0
101109-201566-202335-203471-203500,R. Felton-R. Westbrook-P. Patterson-D. Schroder-S. Adams,4.0
201566-203471-203500-203924-1628977,R. Westbrook-D. Schroder-S. Adams-J. Grant-H. Diallo,4.0
201566-202693-203457-203471-1627846,R. Westbrook-M. Morris-N. Noel-D. Schroder-A. Nader,4.0
201566-203457-203471-203518-203924,R. Westbrook-N. Noel-D. Schroder-A. Abrines-J. Grant,4.0
201566-203457-203924-1627846-1628390,R. Westbrook-N. Noel-J. Grant-A. Nader-T. Ferguson,4.0
201566-202331-203471-203500-1629126,R. Westbrook-P. George-D. Schroder-S. Adams-D. Burton,4.0
201566-202331-203471-203500-1627789,R. Westbrook-P. George-D. Schroder-S. Adams-T. Luwawu-Cabarrot,4.0
201566-202331-202693-203471-1628390,R. Westbrook-P. George-M. Morris-D. Schroder-T. Ferguson,4.0
201566-202331-202693-203457-1628390,R. Westbrook-P. George-M. Morris-N. Noel-T. Ferguson,4.0
201566-202335-203500-203518-1628390,R. Westbrook-P. Patterson-S. Adams-A. Abrines-T. Ferguson,4.0
201566-203500-1627846-1628390-1628977,R. Westbrook-S. Adams-A. Nader-T. Ferguson-H. Diallo,4.0
203471-203518-203924-1628390-1628977,D. Schroder-A. Abrines-J. Grant-T. Ferguson-H. Diallo,3.0
203471-203500-203924-1627846-1628977,D. Schroder-S. Adams-J. Grant-A. Nader-H. Diallo,3.0
203457-203518-1627789-1627846-1628977,N. Noel-A. Abrines-T. Luwawu-Cabarrot-A. Nader-H. Diallo,3.0
203457-1627846-1628390-1628977-1629126,N. Noel-A. Nader-T. Ferguson-H. Diallo-D. Burton,3.0
202331-203471-203500-1628390-1629126,P. George-D. Schroder-S. Adams-T. Ferguson-D. Burton,3.0
202331-203471-203500-1628390-1628977,P. George-D. Schroder-S. Adams-T. Ferguson-H. Diallo,3.0
202331-203457-203471-203518-1628390,P. George-N. Noel-D. Schroder-A. Abrines-T. Ferguson,3.0
202331-202335-203471-203924-1627789,P. George-P. Patterson-D. Schroder-J. Grant-T. Luwawu-Cabarrot,3.0
202335-203471-203500-203518-1628390,P. Patterson-D. Schroder-S. Adams-A. Abrines-T. Ferguson,3.0
202335-203457-1627846-1628390-1628977,P. Patterson-N. Noel-A. Nader-T. Ferguson-H. Diallo,3.0
202335-203457-203471-203518-1627789,P. Patterson-N. Noel-D. Schroder-A. Abrines-T. Luwawu-Cabarrot,3.0
202335-203457-203471-1627846-1628390,P. Patterson-N. Noel-D. Schroder-A. Nader-T. Ferguson,3.0
101109-202693-203471-1627846-1628390,R. Felton-M. Morris-D. Schroder-A. Nader-T. Ferguson,3.0
101109-202331-203457-203471-1629126,R. Felton-P. George-N. Noel-D. Schroder-D. Burton,3.0
101109-202331-202335-202693-203471,R. Felton-P. George-P. Patterson-M. Morris-D. Schroder,3.0
101109-202331-203500-1627846-1629126,R. Felton-P. George-S. Adams-A. Nader-D. Burton,3.0
101109-202331-203500-203924-1628390,R. Felton-P. George-S. Adams-J. Grant-T. Ferguson,3.0
101109-202335-203471-1627789-1629126,R. Felton-P. Patterson-D. Schroder-T. Luwawu-Cabarrot-D. Burton,3.0
101109-202335-203924-1627846-1628390,R. Felton-P. Patterson-J. Grant-A. Nader-T. Ferguson,3.0
101109-202335-203457-203518-1629126,R. Felton-P. Patterson-N. Noel-A. Abrines-D. Burton,3.0
101109-202335-203457-1627846-1628977,R. Felton-P. Patterson-N. Noel-A. Nader-H. Diallo,3.0
101109-202335-203457-1627789-1629126,R. Felton-P. Patterson-N. Noel-T. Luwawu-Cabarrot-D. Burton,3.0
101109-202335-203500-203518-1628390,R. Felton-P. Patterson-S. Adams-A. Abrines-T. Ferguson,3.0
101109-202335-203500-1627789-1629126,R. Felton-P. Patterson-S. Adams-T. Luwawu-Cabarrot-D. Burton,3.0
101109-201566-202693-203471-203500,R. Felton-R. Westbrook-M. Morris-D. Schroder-S. Adams,3.0
101109-201566-202693-203924-1627846,R. Felton-R. Westbrook-M. Morris-J. Grant-A. Nader,3.0
101109-201566-203457-203924-1627846,R. Felton-R. Westbrook-N. Noel-J. Grant-A. Nader,3.0
101109-201566-203457-203924-1628390,R. Felton-R. Westbrook-N. Noel-J. Grant-T. Ferguson,3.0
101109-201566-203500-203924-1627846,R. Felton-R. Westbrook-S. Adams-J. Grant-A. Nader,3.0
201566-203471-203500-1627846-1628390,R. Westbrook-D. Schroder-S. Adams-A. Nader-T. Ferguson,3.0
201566-202693-203457-203471-1629126,R. Westbrook-M. Morris-N. Noel-D. Schroder-D. Burton,3.0
201566-203457-203471-203518-1629126,R. Westbrook-N. Noel-D. Schroder-A. Abrines-D. Burton,3.0
201566-203457-203471-1627846-1628977,R. Westbrook-N. Noel-D. Schroder-A. Nader-H. Diallo,3.0
201566-202331-203457-203471-1629126,R. Westbrook-P. George-N. Noel-D. Schroder-D. Burton,3.0
201566-202331-203457-203471-1628390,R. Westbrook-P. George-N. Noel-D. Schroder-T. Ferguson,3.0
201566-202335-203471-203518-203924,R. Westbrook-P. Patterson-D. Schroder-A. Abrines-J. Grant,3.0
201566-202335-203471-203500-1627789,R. Westbrook-P. Patterson-D. Schroder-S. Adams-T. Luwawu-Cabarrot,3.0
201566-202335-203457-203518-1629126,R. Westbrook-P. Patterson-N. Noel-A. Abrines-D. Burton,3.0
201566-202335-203457-203471-1629126,R. Westbrook-P. Patterson-N. Noel-D. Schroder-D. Burton,3.0
201566-202335-203457-203471-1628390,R. Westbrook-P. Patterson-N. Noel-D. Schroder-T. Ferguson,3.0
201566-202335-203500-203518-1628977,R. Westbrook-P. Patterson-S. Adams-A. Abrines-H. Diallo,3.0
1627846-1628390-1628977-1629055-1629126,A. Nader-T. Ferguson-H. Diallo-D. Grantham-D. Burton,2.0
203471-203518-1627789-1627846-1628977,D. Schroder-A. Abrines-T. Luwawu-Cabarrot-A. Nader-H. Diallo,2.0
203471-203500-203518-203924-1628390,D. Schroder-S. Adams-A. Abrines-J. Grant-T. Ferguson,2.0
203471-203500-203924-1628390-1628977,D. Schroder-S. Adams-J. Grant-T. Ferguson-H. Diallo,2.0
203457-203518-1627846-1628390-1628977,N. Noel-A. Abrines-A. Nader-T. Ferguson-H. Diallo,2.0
203457-1627789-1628390-1628977-1629126,N. Noel-T. Luwawu-Cabarrot-T. Ferguson-H. Diallo-D. Burton,2.0
202331-203457-203471-203518-1629126,P. George-N. Noel-D. Schroder-A. Abrines-D. Burton,2.0
202331-203457-203471-1628390-1629126,P. George-N. Noel-D. Schroder-T. Ferguson-D. Burton,2.0
202331-202335-203471-203500-1629126,P. George-P. Patterson-D. Schroder-S. Adams-D. Burton,2.0
202331-202335-203471-203500-1628977,P. George-P. Patterson-D. Schroder-S. Adams-H. Diallo,2.0
202331-202335-203471-203500-1627789,P. George-P. Patterson-D. Schroder-S. Adams-T. Luwawu-Cabarrot,2.0
202331-203500-203518-203924-1628977,P. George-S. Adams-A. Abrines-J. Grant-H. Diallo,2.0
202335-203471-203924-1627789-1629126,P. Patterson-D. Schroder-J. Grant-T. Luwawu-Cabarrot-D. Burton,2.0
202335-203457-203518-1627846-1628977,P. Patterson-N. Noel-A. Abrines-A. Nader-H. Diallo,2.0
101109-202693-203471-203500-1627846,R. Felton-M. Morris-D. Schroder-S. Adams-A. Nader,2.0
101109-203457-1627846-1628977-1629126,R. Felton-N. Noel-A. Nader-H. Diallo-D. Burton,2.0
101109-202331-203471-203500-203924,R. Felton-P. George-D. Schroder-S. Adams-J. Grant,2.0
101109-202331-203471-203500-1627789,R. Felton-P. George-D. Schroder-S. Adams-T. Luwawu-Cabarrot,2.0
101109-202331-202693-203924-1628390,R. Felton-P. George-M. Morris-J. Grant-T. Ferguson,2.0
101109-202331-203457-203500-1627846,R. Felton-P. George-N. Noel-S. Adams-A. Nader,2.0
101109-201566-203471-203924-1628390,R. Felton-R. Westbrook-D. Schroder-J. Grant-T. Ferguson,2.0
101109-201566-202693-203457-203471,R. Felton-R. Westbrook-M. Morris-N. Noel-D. Schroder,2.0
101109-201566-202693-203457-1628390,R. Felton-R. Westbrook-M. Morris-N. Noel-T. Ferguson,2.0
101109-201566-202693-203500-1627846,R. Felton-R. Westbrook-M. Morris-S. Adams-A. Nader,2.0
101109-201566-202693-203500-1628390,R. Felton-R. Westbrook-M. Morris-S. Adams-T. Ferguson,2.0
101109-201566-203457-203471-203924,R. Felton-R. Westbrook-N. Noel-D. Schroder-J. Grant,2.0
101109-201566-202331-202693-203457,R. Felton-R. Westbrook-P. George-M. Morris-N. Noel,2.0
101109-201566-202331-203457-203924,R. Felton-R. Westbrook-P. George-N. Noel-J. Grant,2.0
101109-201566-202331-203457-1628390,R. Felton-R. Westbrook-P. George-N. Noel-T. Ferguson,2.0
101109-201566-202335-203500-1628977,R. Felton-R. Westbrook-P. Patterson-S. Adams-H. Diallo,2.0
101109-203500-203518-203924-1628977,R. Felton-S. Adams-A. Abrines-J. Grant-H. Diallo,2.0
201566-203471-203500-1628390-1629126,R. Westbrook-D. Schroder-S. Adams-T. Ferguson-D. Burton,2.0
201566-202693-203471-1627846-1628390,R. Westbrook-M. Morris-D. Schroder-A. Nader-T. Ferguson,2.0
201566-203457-203518-203924-1628390,R. Westbrook-N. Noel-A. Abrines-J. Grant-T. Ferguson,2.0
201566-203457-1627846-1628390-1629126,R. Westbrook-N. Noel-A. Nader-T. Ferguson-D. Burton,2.0
201566-203457-203471-1627846-1629126,R. Westbrook-N. Noel-D. Schroder-A. Nader-D. Burton,2.0
201566-203457-203471-203924-1629126,R. Westbrook-N. Noel-D. Schroder-J. Grant-D. Burton,2.0
201566-202331-203471-203924-1627846,R. Westbrook-P. George-D. Schroder-J. Grant-A. Nader,2.0
201566-202331-203457-203471-203518,R. Westbrook-P. George-N. Noel-D. Schroder-A. Abrines,2.0
201566-202331-203457-203471-1627846,R. Westbrook-P. George-N. Noel-D. Schroder-A. Nader,2.0
201566-202331-202335-202693-203471,R. Westbrook-P. George-P. Patterson-M. Morris-D. Schroder,2.0
201566-202331-202335-203457-203518,R. Westbrook-P. George-P. Patterson-N. Noel-A. Abrines,2.0
201566-202331-202335-203457-1628977,R. Westbrook-P. George-P. Patterson-N. Noel-H. Diallo,2.0
201566-202331-202335-203500-203518,R. Westbrook-P. George-P. Patterson-S. Adams-A. Abrines,2.0
201566-202331-202335-203500-1627846,R. Westbrook-P. George-P. Patterson-S. Adams-A. Nader,2.0
201566-202331-202335-203500-1628977,R. Westbrook-P. George-P. Patterson-S. Adams-H. Diallo,2.0
201566-202335-203471-203924-1628977,R. Westbrook-P. Patterson-D. Schroder-J. Grant-H. Diallo,2.0
201566-202335-203471-203500-1629126,R. Westbrook-P. Patterson-D. Schroder-S. Adams-D. Burton,2.0
201566-202335-202693-203471-1628390,R. Westbrook-P. Patterson-M. Morris-D. Schroder-T. Ferguson,2.0
201566-202335-203457-203518-1627846,R. Westbrook-P. Patterson-N. Noel-A. Abrines-A. Nader,2.0
201566-202335-203500-203518-1629126,R. Westbrook-P. Patterson-S. Adams-A. Abrines-D. Burton,2.0
201566-202335-203500-1627846-1628977,R. Westbrook-P. Patterson-S. Adams-A. Nader-H. Diallo,2.0
201566-203500-1627846-1628390-1629126,R. Westbrook-S. Adams-A. Nader-T. Ferguson-D. Burton,2.0
201566-203500-203924-1628390-1629126,R. Westbrook-S. Adams-J. Grant-T. Ferguson-D. Burton,2.0
203518-1627789-1627846-1629093-1629126,A. Abrines-T. Luwawu-Cabarrot-A. Nader-T. Davis-D. Burton,1.0
203471-203924-1628390-1628977-1629126,D. Schroder-J. Grant-T. Ferguson-H. Diallo-D. Burton,1.0
203457-203518-203924-1628390-1628977,N. Noel-A. Abrines-J. Grant-T. Ferguson-H. Diallo,1.0
203457-203471-203518-203924-1629126,N. Noel-D. Schroder-A. Abrines-J. Grant-D. Burton,1.0
203457-203471-203518-1628390-1629126,N. Noel-D. Schroder-A. Abrines-T. Ferguson-D. Burton,1.0
203457-203471-1627846-1629055-1629126,N. Noel-D. Schroder-A. Nader-D. Grantham-D. Burton,1.0
203457-203471-1627846-1628977-1629126,N. Noel-D. Schroder-A. Nader-H. Diallo-D. Burton,1.0
203457-203471-203924-1627789-1629126,N. Noel-D. Schroder-J. Grant-T. Luwawu-Cabarrot-D. Burton,1.0
203457-203471-203500-1627846-1628977,N. Noel-D. Schroder-S. Adams-A. Nader-H. Diallo,1.0
203457-203924-1627846-1628390-1629126,N. Noel-J. Grant-A. Nader-T. Ferguson-D. Burton,1.0
203457-203924-1627846-1628390-1628977,N. Noel-J. Grant-A. Nader-T. Ferguson-H. Diallo,1.0
202331-202693-203471-1627846-1628390,P. George-M. Morris-D. Schroder-A. Nader-T. Ferguson,1.0
202331-203457-203518-203924-1628977,P. George-N. Noel-A. Abrines-J. Grant-H. Diallo,1.0
202331-203457-203471-203518-1628977,P. George-N. Noel-D. Schroder-A. Abrines-H. Diallo,1.0
202331-203457-203471-203924-1627789,P. George-N. Noel-D. Schroder-J. Grant-T. Luwawu-Cabarrot,1.0
202331-202335-203471-203518-203924,P. George-P. Patterson-D. Schroder-A. Abrines-J. Grant,1.0
202331-202335-203471-1628390-1629126,P. George-P. Patterson-D. Schroder-T. Ferguson-D. Burton,1.0
202331-202335-203457-203471-1629126,P. George-P. Patterson-N. Noel-D. Schroder-D. Burton,1.0
202335-203471-1627846-1628390-1629126,P. Patterson-D. Schroder-A. Nader-T. Ferguson-D. Burton,1.0
202335-203471-203924-1628390-1628977,P. Patterson-D. Schroder-J. Grant-T. Ferguson-H. Diallo,1.0
202335-203471-203500-1627846-1629126,P. Patterson-D. Schroder-S. Adams-A. Nader-D. Burton,1.0
202335-203471-203500-1627846-1628390,P. Patterson-D. Schroder-S. Adams-A. Nader-T. Ferguson,1.0
202335-203471-203500-1627789-1629126,P. Patterson-D. Schroder-S. Adams-T. Luwawu-Cabarrot-D. Burton,1.0
202335-203471-203500-1627789-1628977,P. Patterson-D. Schroder-S. Adams-T. Luwawu-Cabarrot-H. Diallo,1.0
202335-203924-1627789-1628390-1628977,P. Patterson-J. Grant-T. Luwawu-Cabarrot-T. Ferguson-H. Diallo,1.0
202335-203457-203518-1627846-1629126,P. Patterson-N. Noel-A. Abrines-A. Nader-D. Burton,1.0
